type_debris,waste_quantity,pickup_name,pickup_address,pickup_city,pickup_state,pickup_zip,pickup_lat,pickup_lng,pickup_geocode_confidence,generator_name,generator_address,generator_city,generator_state,generator_zip,transporter_name,receiving_name,receiving_address,receiving_city,receiving_state,receiving_zip,receiving_lat,receiving_lng,receiving_geocode_confidence
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard Rosedale,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brockville Boulevard Rosedale New York,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard Rosedale,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard Rosedale New York 11422,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reyding Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,3 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,30.20 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,Unconfirmed,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,31.42 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
General Fill,Unconfirmed,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,34.23 Cubic Yards,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,32.94 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,2944 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Limited-Use Fill,32.17 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Limited-Use Fill,2966 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
General Fill,35.98 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue Lawrence NY 11559,New York,NY,10028,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Construction Waste,26.80 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
General Fill,18.30 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,Unconfirmed,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,13.17 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Limited-Use Fill,2748 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,26.53 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,21.89 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
General Fill,Unconfirmed,Unknown,1622-1632 York Avenue New York,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,21.51 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,Unconfirmed,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,Unconfirmed,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,26.66 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,25.08 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue Lawrence,New York,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Construction Waste,21.85 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,Unconfirmed,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Limited-Use Fill,Unconfirmed,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,28.85 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue Lawrence 11559,New York,NY,10028,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Demolition Waste,20.01 Tons,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue Lawrence,NY,NY,10028,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Limited-Use Fill,25.13 Cubic Yards,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
General Fill,Unconfirmed,Unknown,1622-1632 York Avenue,New York,NY,10028,40.7754991,-73.9471285,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Zevel Transfer LLC,620 Truxton Street,Bronx,NY,10474,40.8116471,-73.8926398,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard Rosedale New York,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Unknown,700-728 Atlantic Avenue,Brooklyn,NY,11217,40.6825141,-73.9724975,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Unknown,700-728 Atlantic Avenue,Brooklyn,NY,11217,40.6825141,-73.9724975,unconfirmed,"Russo Development Enterprises, Inc.",67 East Avenue,Lawrence,NY,11559,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Tons,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard Rosedale,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Tons,Cross Bay Bridge,Cross Bay Boulevard,Queens,NY,Unknown,40.635737,-73.8306375,unconfirmed,Unicorn Construction Enterprises,"10 Craig Road, Suite A",Montevale,NY,7645,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Mix/Other,35 Tons,Cross Bay Bridge,Cross Bay Boulevard,Queens,NY,Unknown,40.635737,-73.8306375,unconfirmed,Unicorn Construction Enterprises,"10 Craig Road, Suite A",Montevale,NY,7645,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Mix/Other,35 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Tons,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brockville Boulevard,Rosedale,NY,11422,40.6575584,-73.7330753,unconfirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reyding Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard Rosedale,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brockville Boulevard,Rosedale,NY,11422,40.6575584,-73.7330753,unconfirmed,Russo Reycling Company,248-12 Brookville Boulevard Rosedale,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Construction Waste,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Limited-Use Fill,35 Cubic Yards,Russo Recycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed,Russo Reycling Company,248-12 Brookville Boulevard,Rosedale,NY,11422,"Russo Development Enterprises, Inc.",MTA-ESA CQ033-Mid Storage Yard,43-47 Queens Street (Site Entrance),Long Island City,NY,11101,40.7472814,-73.9390523,confirmed
Mix/Other,35 Cubic Yards,Cross Bay Bridge,Cross Bay Boulevard,Queens,NY,Unknown,40.635737,-73.8306375,unconfirmed,Unicorn Construction Enterprises,"10 Craig Road, Suite A",Montevale,NY,7645,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Mix/Other,35 Tons,Cross Bay Bridge,Cross Bay Boulevard,Queens,NY,Unknown,40.635737,-73.8306375,unconfirmed,Unicom Construction Enterprises,"10 Craig Road, Suite A",Montevale,NY,7645,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
Limited-Use Fill,35 Tons,Cross Bay Bridge,Cross Bay Boulevard,Queens,NY,Unknown,40.635737,-73.8306375,unconfirmed,Unicom Construction Enterprises,"10 Craig Road, Suite A",Montevale,NY,7645,"Russo Development Enterprises, Inc.",Russo Recycling Company,24812 Brookville Blvd,Rosedale,NY,11422,40.6384631,-73.7431888,confirmed
